"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 02 18:58:14 GMT 2025","Sun Mar 02 18:58:15 GMT 2025","506","chromium","edit.funct.test.ts","Validate edit button work correctly","","","Validate that edit button disabled with fields empty  - no POM",""
"passed","Sun Mar 02 18:58:22 GMT 2025","Sun Mar 02 18:58:23 GMT 2025","740","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Sun Mar 02 18:58:15 GMT 2025","Sun Mar 02 18:58:16 GMT 2025","706","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Mar 02 18:58:16 GMT 2025","Sun Mar 02 18:58:17 GMT 2025","589","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Sun Mar 02 18:58:13 GMT 2025","Sun Mar 02 18:58:14 GMT 2025","777","chromium","edit.funct.test.ts","Validate edit button work correctly","","","Edit user first name - no POM",""
"passed","Sun Mar 02 18:58:13 GMT 2025","Sun Mar 02 18:58:13 GMT 2025","169","Setup","server.setup.ts","Verify server is responsive","","","Ensure the homepage loads correctly.","Ensure that the homepage loads correctly by verifying URL and ""/api/users/"" response."
"passed","Sun Mar 02 18:58:15 GMT 2025","Sun Mar 02 18:58:15 GMT 2025","238","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Mar 02 18:58:21 GMT 2025","Sun Mar 02 18:58:21 GMT 2025","405","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Mar 02 18:58:21 GMT 2025","Sun Mar 02 18:58:22 GMT 2025","802","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Mar 02 18:58:20 GMT 2025","Sun Mar 02 18:58:21 GMT 2025","752","firefox","edit.funct.test.ts","Validate edit button work correctly","","","Validate that edit button disabled with fields empty  - no POM",""
"passed","Sun Mar 02 18:58:17 GMT 2025","Sun Mar 02 18:58:17 GMT 2025","192","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Sun Mar 02 18:58:21 GMT 2025","Sun Mar 02 18:58:21 GMT 2025","418","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Mar 02 18:58:18 GMT 2025","Sun Mar 02 18:58:19 GMT 2025","1828","firefox","edit.funct.test.ts","Validate edit button work correctly","","","Edit user first name - no POM",""
"passed","Sun Mar 02 18:58:12 GMT 2025","Sun Mar 02 18:58:12 GMT 2025","161","Setup","server.setup.ts","Verify server is responsive","","","Ensure page ""/api/"" is responsive","Ensure that the ""/api/"" page loads correctly by verifying ""/api/"" response and App name."
"passed","Sun Mar 02 18:58:15 GMT 2025","Sun Mar 02 18:58:15 GMT 2025","231","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Mar 02 18:58:23 GMT 2025","Sun Mar 02 18:58:23 GMT 2025","344","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
