"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 23 20:10:29 GMT 2025","Sun Feb 23 20:10:30 GMT 2025","823","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2",""
"passed","Sun Feb 23 20:10:22 GMT 2025","Sun Feb 23 20:10:23 GMT 2025","675","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 23 20:10:27 GMT 2025","Sun Feb 23 20:10:28 GMT 2025","475","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 23 20:10:20 GMT 2025","Sun Feb 23 20:10:21 GMT 2025","169","Setup","server.setup.ts","Verify server is responsive","","","Ensure page ""/api/"" is responsive","Ensure that the ""/api/"" page loads correctly by verifying ""/api/"" response and App name."
"passed","Sun Feb 23 20:10:21 GMT 2025","Sun Feb 23 20:10:21 GMT 2025","240","Setup","server.setup.ts","Verify server is responsive","","","Ensure the homepage loads correctly.","Ensure that the homepage loads correctly by verifying URL and ""/api/users/"" response."
"passed","Sun Feb 23 20:10:25 GMT 2025","Sun Feb 23 20:10:26 GMT 2025","1256","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 23 20:10:30 GMT 2025","Sun Feb 23 20:10:30 GMT 2025","407","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Sun Feb 23 20:10:22 GMT 2025","Sun Feb 23 20:10:22 GMT 2025","293","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 23 20:10:23 GMT 2025","Sun Feb 23 20:10:24 GMT 2025","579","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2",""
"passed","Sun Feb 23 20:10:28 GMT 2025","Sun Feb 23 20:10:29 GMT 2025","916","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 23 20:10:24 GMT 2025","Sun Feb 23 20:10:24 GMT 2025","359","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Sun Feb 23 20:10:22 GMT 2025","Sun Feb 23 20:10:22 GMT 2025","367","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
