"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 09 20:41:52 GMT 2025","Sun Feb 09 20:41:53 GMT 2025","421","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"failed","Sun Feb 09 20:42:07 GMT 2025","Sun Feb 09 20:42:07 GMT 2025","5","webkit","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"failed","Sun Feb 09 20:42:10 GMT 2025","Sun Feb 09 20:42:10 GMT 2025","6","webkit","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Sun Feb 09 20:41:51 GMT 2025","Sun Feb 09 20:41:52 GMT 2025","602","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 09 20:41:59 GMT 2025","Sun Feb 09 20:42:00 GMT 2025","789","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 09 20:42:02 GMT 2025","Sun Feb 09 20:42:03 GMT 2025","1228","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Sun Feb 09 20:41:53 GMT 2025","Sun Feb 09 20:41:55 GMT 2025","2329","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 09 20:41:57 GMT 2025","Sun Feb 09 20:41:58 GMT 2025","1259","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"failed","Sun Feb 09 20:42:08 GMT 2025","Sun Feb 09 20:42:08 GMT 2025","6","webkit","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 09 20:42:00 GMT 2025","Sun Feb 09 20:42:02 GMT 2025","2130","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 09 20:41:55 GMT 2025","Sun Feb 09 20:41:56 GMT 2025","1176","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"failed","Sun Feb 09 20:42:05 GMT 2025","Sun Feb 09 20:42:05 GMT 2025","5","webkit","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
