"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 27 22:17:50 GMT 2025","Thu Feb 27 22:17:50 GMT 2025","284","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Thu Feb 27 22:17:47 GMT 2025","Thu Feb 27 22:17:47 GMT 2025","155","Setup","server.setup.ts","Verify server is responsive","","","Ensure the homepage loads correctly.","Ensure that the homepage loads correctly by verifying URL and ""/api/users/"" response."
"passed","Thu Feb 27 22:17:46 GMT 2025","Thu Feb 27 22:17:46 GMT 2025","162","Setup","server.setup.ts","Verify server is responsive","","","Ensure page ""/api/"" is responsive","Ensure that the ""/api/"" page loads correctly by verifying ""/api/"" response and App name."
"passed","Thu Feb 27 22:17:47 GMT 2025","Thu Feb 27 22:17:49 GMT 2025","1785","chromium","edit.funct.test.ts","Test Suite Name","","","Edit user first name - no POM",""
"passed","Thu Feb 27 22:17:51 GMT 2025","Thu Feb 27 22:17:52 GMT 2025","486","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2",""
"passed","Thu Feb 27 22:17:57 GMT 2025","Thu Feb 27 22:17:58 GMT 2025","807","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Thu Feb 27 22:17:49 GMT 2025","Thu Feb 27 22:17:50 GMT 2025","685","chromium","edit.funct.test.ts","Test Suite Name","","","Validate that edit button disabled with fields empty  - no POM",""
"passed","Thu Feb 27 22:17:56 GMT 2025","Thu Feb 27 22:17:57 GMT 2025","429","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Thu Feb 27 22:17:56 GMT 2025","Thu Feb 27 22:17:56 GMT 2025","794","firefox","edit.funct.test.ts","Test Suite Name","","","Validate that edit button disabled with fields empty  - no POM",""
"passed","Thu Feb 27 22:17:59 GMT 2025","Thu Feb 27 22:17:59 GMT 2025","378","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Thu Feb 27 22:17:52 GMT 2025","Thu Feb 27 22:17:52 GMT 2025","202","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Thu Feb 27 22:17:52 GMT 2025","Thu Feb 27 22:17:55 GMT 2025","2803","firefox","edit.funct.test.ts","Test Suite Name","","","Edit user first name - no POM",""
"passed","Thu Feb 27 22:17:50 GMT 2025","Thu Feb 27 22:17:50 GMT 2025","273","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Thu Feb 27 22:17:51 GMT 2025","Thu Feb 27 22:17:51 GMT 2025","603","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Thu Feb 27 22:17:58 GMT 2025","Thu Feb 27 22:17:59 GMT 2025","743","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2",""
"passed","Thu Feb 27 22:17:57 GMT 2025","Thu Feb 27 22:17:57 GMT 2025","437","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
