"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 27 22:31:59 GMT 2025","Thu Feb 27 22:32:00 GMT 2025","780","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2",""
"passed","Thu Feb 27 22:31:58 GMT 2025","Thu Feb 27 22:31:59 GMT 2025","831","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Thu Feb 27 22:31:58 GMT 2025","Thu Feb 27 22:31:58 GMT 2025","415","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Thu Feb 27 22:31:49 GMT 2025","Thu Feb 27 22:31:49 GMT 2025","163","Setup","server.setup.ts","Verify server is responsive","","","Ensure page ""/api/"" is responsive","Ensure that the ""/api/"" page loads correctly by verifying ""/api/"" response and App name."
"passed","Thu Feb 27 22:31:52 GMT 2025","Thu Feb 27 22:31:53 GMT 2025","693","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Thu Feb 27 22:31:52 GMT 2025","Thu Feb 27 22:31:52 GMT 2025","305","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Thu Feb 27 22:31:57 GMT 2025","Thu Feb 27 22:31:58 GMT 2025","408","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Thu Feb 27 22:31:53 GMT 2025","Thu Feb 27 22:31:54 GMT 2025","214","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Thu Feb 27 22:31:51 GMT 2025","Thu Feb 27 22:31:52 GMT 2025","260","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Thu Feb 27 22:32:00 GMT 2025","Thu Feb 27 22:32:00 GMT 2025","394","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Thu Feb 27 22:31:51 GMT 2025","Thu Feb 27 22:31:51 GMT 2025","516","chromium","edit.funct.test.ts","Validate edit button work correctly","","","Validate that edit button disabled with fields empty  - no POM",""
"passed","Thu Feb 27 22:31:54 GMT 2025","Thu Feb 27 22:31:56 GMT 2025","1832","firefox","edit.funct.test.ts","Validate edit button work correctly","","","Edit user first name - no POM",""
"passed","Thu Feb 27 22:31:56 GMT 2025","Thu Feb 27 22:31:57 GMT 2025","765","firefox","edit.funct.test.ts","Validate edit button work correctly","","","Validate that edit button disabled with fields empty  - no POM",""
"passed","Thu Feb 27 22:31:49 GMT 2025","Thu Feb 27 22:31:50 GMT 2025","200","Setup","server.setup.ts","Verify server is responsive","","","Ensure the homepage loads correctly.","Ensure that the homepage loads correctly by verifying URL and ""/api/users/"" response."
"passed","Thu Feb 27 22:31:50 GMT 2025","Thu Feb 27 22:31:51 GMT 2025","796","chromium","edit.funct.test.ts","Validate edit button work correctly","","","Edit user first name - no POM",""
"passed","Thu Feb 27 22:31:53 GMT 2025","Thu Feb 27 22:31:53 GMT 2025","575","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - POM v2",""
