"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 09 20:46:08 GMT 2025","Sun Feb 09 20:46:11 GMT 2025","3014","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 09 20:46:00 GMT 2025","Sun Feb 09 20:46:01 GMT 2025","540","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 09 20:46:04 GMT 2025","Sun Feb 09 20:46:05 GMT 2025","1532","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"passed","Sun Feb 09 20:45:59 GMT 2025","Sun Feb 09 20:46:00 GMT 2025","1230","chromium","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 09 20:46:11 GMT 2025","Sun Feb 09 20:46:13 GMT 2025","1548","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"failed","Sun Feb 09 20:46:20 GMT 2025","Sun Feb 09 20:46:20 GMT 2025","6","webkit","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Non-Unique First Name",""
"failed","Sun Feb 09 20:46:17 GMT 2025","Sun Feb 09 20:46:17 GMT 2025","6","webkit","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 09 20:46:08 GMT 2025","Sun Feb 09 20:46:08 GMT 2025","696","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"failed","Sun Feb 09 20:46:18 GMT 2025","Sun Feb 09 20:46:18 GMT 2025","6","webkit","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"passed","Sun Feb 09 20:46:06 GMT 2025","Sun Feb 09 20:46:07 GMT 2025","1334","firefox","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 09 20:46:01 GMT 2025","Sun Feb 09 20:46:04 GMT 2025","2789","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name - no POM",""
"failed","Sun Feb 09 20:46:15 GMT 2025","Sun Feb 09 20:46:15 GMT 2025","5","webkit","navigation.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
